,column,min,max,range
48,Net_Income_to_Total_Assets,0.004252822994573985,0.9978002639683238,0.9935474409737498
49,Net_Value_Growth_Rate,0.14239624578383928,0.14415603460918022,0.0017597888253409466
50,Net_Value_Per_Share_(A),0.12362516498020237,0.14782226132864057,0.024197096348438196
51,Net_Value_Per_Share_(B),0.00014664906877841325,0.9793224813022438,0.9791758322334654
52,Net_Value_Per_Share_(C),0.00674585716380701,0.9975069658307669,0.9907611086669599
53,Net_Worth_Turnover_Rate_(times),0.0014664906877841326,0.20002932981375568,0.19856283912597156
54,Net_profit_before_tax/Paid-in_capital,0.0013198416190057193,0.5609326880774307,0.559612846458425
55,Net_worth/Assets,0.08916263381727527,0.9604047514298284,0.8712421176125531
56,No-credit_Interval,0.02698342865522804,0.29579117172605957,0.26880774307083155
57,Non-industry_income_and_expenditure/revenue,0.002199736031676199,0.7624285085789705,0.7602287725472943
58,Operating_Expense_Rate,0.14239624578383928,0.14298284205895292,0.0005865962751136489
59,Operating_Funds_to_Liability,0.013345065258835607,0.9221293444786626,0.908784279219827
60,Operating_Gross_Margin,0.08476316175392286,0.3309869482328787,0.24622378647895588
61,Operating_Profit_Growth_Rate,0.057339785892359586,0.993254142836193,0.9359143569438334
62,Operating_Profit_Per_Share_(Yuan_¥),0.025223639829887082,0.9980935621058806,0.9728699222759936
63,Operating_Profit_Rate,0.00014664906877841325,0.02067751869775627,0.020530869628977856
64,Operating_profit/Paid-in_capital,0.028156621205455347,0.9975069658307669,0.9693503446253116
65,Operating_profit_per_person,0.11130664320281566,0.1739257955711981,0.06261915236838245
66,Per_Share_Net_profit_before_tax_(Yuan_¥),0.07919049714034315,0.7556826514151636,0.6764921542748203
67,Persistent_EPS_in_the_Last_Four_Seasons,0.0002932981375568265,0.9934007919049714,0.9931074937674146
68,Pre-tax_net_Interest_Rate,0.0007332453438920663,0.6627071418096495,0.6619738964657574
69,Quick_Asset_Turnover_Rate,0.14107640416483355,0.1470890159847485,0.0060126118199149425
70,Quick_Assets/Current_Liability,0.017744537322188003,0.14254289485261767,0.12479835753042967
71,Quick_Assets/Total_Assets,0.13462384513858336,0.15970083589969203,0.02507699076110867
72,Quick_Ratio,0.012905118052500367,0.1428361929901745,0.12993107493767414
73,ROA(A)_before_interest_and_%_after_tax,0.010705382020824168,0.7064085643056166,0.6957031822847924
74,ROA(B)_before_interest_and_depreciation_after_tax,0.020824167766534684,0.6836779586449626,0.6628537908784279
75,ROA(C)_before_interest_and_depreciation_before_interest,0.06349904678105293,0.2982842058952926,0.23478515911423964
76,Realized_Sales_Gross_Margin,0.004546121132130811,0.6462824461064672,0.6417363249743364
77,Realized_Sales_Gross_Profit_Growth_Rate,0.11907904384807157,0.9869482328787212,0.8678691890306497
78,Regular_Net_Profit_Growth_Rate,0.0008798944126704796,0.9370875494940607,0.9362076550813903
79,Research_and_development_expense_rate,0.1393166153394926,0.16659334213227747,0.027276726792784867
80,Retained_Earnings_to_Total_Assets,0.14092975509605515,0.45285232438774015,0.311922569291685
81,Revenue_Per_Share_(Yuan_¥),0.07200469277020091,0.14239624578383928,0.07039155301363836
82,Revenue_per_person,0.061299310749376744,0.1426895439213961,0.08139023317201935
83,Tax_rate_(A),0.1028009972136677,0.14782226132864057,0.04502126411497287
84,Total_Asset_Growth_Rate,0.13491714327614018,0.14972869922275994,0.014811555946619759
85,Total_Asset_Return_Growth_Rate_Ratio,0.03592902185071125,0.8737351517817862,0.837806129931075
86,Total_Asset_Turnover,0.12479835753042968,0.35811702595688516,0.2333186684264555
87,Total_assets_to_GNP_price,0.09092242264261621,0.1426895439213961,0.05176712127877989
88,Total_debt/Total_net_worth,0.14195629857750403,0.9985335093122159,0.8565772107347118
89,Total_expense/Assets,0.001026543481448893,0.2067751869775627,0.2057486434961138
90,Total_income/Total_expense,0.0,0.2523830473676492,0.2523830473676492
91,Working_Capital/Equity,0.01789118639096642,0.9885613726352838,0.9706701862443173
92,Working_Capital_to_Total_Assets,0.08021704062179205,0.161460624725033,0.08124358410324095
93,Working_capitcal_Turnover_Rate,0.004106173925795572,0.9856283912597155,0.9815222173339199
