,column,min,max,range
23,Current_Liabilities/Liability,0.08989587916116733,0.09532189470596862,0.005426015544801294
24,Current_Liability_to_Assets,0.08212347851591142,0.09224226426162194,0.010118785745710512
25,Current_Liability_to_Current_Assets,0.0863763015104854,0.09414870215574131,0.007772400645255903
26,Current_Liability_to_Equity,0.08872268661094002,0.09341545681184925,0.004692770200909233
27,Current_Liability_to_Liability,0.09165566798650829,0.09693503446253117,0.0052793664760228814
28,Current_Ratio,0.09224226426162194,0.09224226426162194,0.0
29,Debt_ratio_%,0.08271007479102507,0.10441413697023023,0.02170406217920516
30,Degree_of_Financial_Leverage_(DFL),0.09532189470596862,0.10808036368969057,0.012758468983721946
31,Equity_to_Liability,0.09033582636750256,0.09356210588062766,0.0032262795131250965
32,Equity_to_Long-term_Liability,0.07464437600821235,0.09253556239917876,0.017891186390966415
33,Fixed_Assets_Turnover_Frequency,0.09150901891772988,0.09282886053673559,0.00131984161900571
34,Fixed_Assets_to_Assets,0.09224226426162194,0.09224226426162194,0.0
35,Gross_Profit_to_Sales,0.09209561519284352,0.0940020530869629,0.0019064378941193727
36,Interest-bearing_debt_interest_rate,0.09224226426162194,0.09224226426162194,0.0
37,Interest_Coverage_Ratio_(Interest_expense_to_EBIT),0.0907757735738378,0.09238891333040035,0.0016131397565625483
38,Interest_Expense_Ratio,0.09576184191230386,0.09664173632497433,0.0008798944126704733
39,Inventory/Current_Liability,0.09224226426162194,0.09238891333040035,0.00014664906877841222
40,Inventory/Working_Capital,0.0874028449919343,0.09986801583809943,0.012465170846165122
41,Inventory_Turnover_Rate_(times),0.08974923009238892,0.09590849098108227,0.006159260888693355
42,Inventory_and_accounts_receivable/Net_value,0.08696289778559906,0.09282886053673559,0.00586596275113653
43,Liability-Assets_Flag,0.09224226426162194,0.09224226426162194,0.0
44,Liability_to_Equity,0.06276580143716087,0.10764041648335533,0.04487461504619446
45,Long-term_Liability_to_Current_Assets,0.09224226426162194,0.09224226426162194,0.0
46,Long-term_fund_suitability_ratio_(A),0.09018917729872415,0.09312215867429242,0.002932981375568272
47,Net_Income_to_Stockholder's_Equity,0.06027276726792785,0.09253556239917876,0.03226279513125091
48,Net_Income_to_Total_Assets,0.08784279219826954,0.09928141956298578,0.011438627364716236
49,Net_Value_Growth_Rate,0.09224226426162194,0.09224226426162194,0.0
50,Net_Value_Per_Share_(A),0.086229652441707,0.09165566798650829,0.005426015544801294
51,Net_Value_Per_Share_(B),0.0874028449919343,0.09414870215574131,0.006745857163807004
52,Net_Value_Per_Share_(C),0.09033582636750256,0.09194896612406511,0.0016131397565625483
53,Net_Worth_Turnover_Rate_(times),0.0907757735738378,0.09370875494940607,0.002932981375568272
54,Net_profit_before_tax/Paid-in_capital,0.08241677665346825,0.11585276433494647,0.03343598768147822
55,Net_worth/Assets,0.09048247543628098,0.10133450652588356,0.010852031089602587
56,No-credit_Interval,0.09297550960551401,0.09532189470596862,0.0023463851004546094
57,Non-industry_income_and_expenditure/revenue,0.08945593195483209,0.10456078603900865,0.015104854084176556
58,Operating_Expense_Rate,0.09062912450505939,0.0940020530869629,0.0033729285819035087
59,Operating_Funds_to_Liability,0.09048247543628098,0.0985481742190937,0.008065698782812727
60,Operating_Gross_Margin,0.08388326734125238,0.09282886053673559,0.0089455931954832
61,Operating_Profit_Growth_Rate,0.09209561519284352,0.0950285965684118,0.002932981375568272
62,Operating_Profit_Per_Share_(Yuan_¥),0.08329667106613874,0.09238891333040035,0.009092242264261613
63,Operating_Profit_Rate,0.0872561959231559,0.0872561959231559,0.0
64,Operating_profit/Paid-in_capital,0.0874028449919343,0.09414870215574131,0.006745857163807004
65,Operating_profit_per_person,0.09062912450505939,0.10104120838832674,0.01041208388326735
66,Per_Share_Net_profit_before_tax_(Yuan_¥),0.0896025810236105,0.09238891333040035,0.002786332306789846
67,Persistent_EPS_in_the_Last_Four_Seasons,0.08666959964804223,0.0940020530869629,0.007332453438920666
68,Pre-tax_net_Interest_Rate,0.07875054993400792,0.12538495380554335,0.04663440387153543
69,Quick_Asset_Turnover_Rate,0.08549640709781493,0.09517524563719021,0.009678838539375276
70,Quick_Assets/Current_Liability,0.09224226426162194,0.09224226426162194,0.0
71,Quick_Assets/Total_Assets,0.09018917729872415,0.09766827980642323,0.007479102507699079
72,Quick_Ratio,0.09209561519284352,0.09224226426162194,0.00014664906877841222
73,ROA(A)_before_interest_and_%_after_tax,0.08842938847338319,0.1007479102507699,0.01231852177738671
74,ROA(B)_before_interest_and_depreciation_after_tax,0.08109693503446253,0.12347851591142396,0.042381580876961436
75,ROA(C)_before_interest_and_depreciation_before_interest,0.08754949406071272,0.09253556239917876,0.004986068338466043
76,Realized_Sales_Gross_Margin,0.08916263381727527,0.09033582636750256,0.0011731925502272977
77,Realized_Sales_Gross_Profit_Growth_Rate,0.0874028449919343,0.09121572078017305,0.0038128757882387454
78,Regular_Net_Profit_Growth_Rate,0.09018917729872415,0.09121572078017305,0.0010265434814488994
79,Research_and_development_expense_rate,0.0918023170552867,0.09458864936207655,0.002786332306789846
80,Retained_Earnings_to_Total_Assets,0.09121572078017305,0.10602727672679278,0.014811555946619731
81,Revenue_Per_Share_(Yuan_¥),0.09224226426162194,0.09224226426162194,0.0
82,Revenue_per_person,0.09224226426162194,0.09224226426162194,0.0
83,Tax_rate_(A),0.09209561519284352,0.0940020530869629,0.0019064378941193727
84,Total_Asset_Growth_Rate,0.08608300337292858,0.0950285965684118,0.008945593195483215
85,Total_Asset_Return_Growth_Rate_Ratio,0.09194896612406511,0.10294764628244611,0.010998680158381
86,Total_Asset_Turnover,0.09414870215574131,0.09458864936207655,0.00043994720633523665
87,Total_assets_to_GNP_price,0.09224226426162194,0.09282886053673559,0.0005865962751136489
88,Total_debt/Total_net_worth,0.09224226426162194,0.09224226426162194,0.0
89,Total_expense/Assets,0.08930928288605368,0.09458864936207655,0.005279366476022868
90,Total_income/Total_expense,0.09136236984895146,0.09781492887520164,0.006452559026250179
91,Working_Capital/Equity,0.08344332013491715,0.10133450652588356,0.017891186390966415
92,Working_Capital_to_Total_Assets,0.09253556239917876,0.09356210588062766,0.0010265434814488994
93,Working_capitcal_Turnover_Rate,0.09224226426162194,0.09473529843085496,0.0024930341692330216
