,column,min,max,range
67,Persistent_EPS_in_the_Last_Four_Seasons,0.16278046634403873,0.19562985775040329,0.03284939140636456
68,Pre-tax_net_Interest_Rate,0.16410030796304442,0.17993840739111305,0.01583809942806863
69,Quick_Asset_Turnover_Rate,0.1335973016571345,0.17627218067165273,0.04267487901451825
70,Quick_Assets/Current_Liability,0.16673999120105587,0.16673999120105587,0.0
71,Quick_Assets/Total_Assets,0.16072737938114093,0.17993840739111305,0.019211028009972125
72,Quick_Ratio,0.16673999120105587,0.16673999120105587,0.0
73,ROA(A)_before_interest_and_%_after_tax,0.1626338172752603,0.174952339052647,0.01231852177738671
74,ROA(B)_before_interest_and_depreciation_after_tax,0.12905118052500367,0.21733391992960846,0.0882827394046048
75,ROA(C)_before_interest_and_depreciation_before_interest,0.13755682651415163,0.19401671799384074,0.056459891479689106
76,Realized_Sales_Gross_Margin,0.1583809942806863,0.16981962164540254,0.011438627364716236
77,Realized_Sales_Gross_Profit_Growth_Rate,0.1525150315295498,0.1880041061739258,0.035489074644376006
78,Regular_Net_Profit_Growth_Rate,0.17891186390966418,0.1922569291684998,0.013345065258835609
79,Research_and_development_expense_rate,0.15647455638656693,0.18756415896759054,0.031089602581023612
80,Retained_Earnings_to_Total_Assets,0.1583809942806863,0.2336119665640123,0.07523097228332601
81,Revenue_Per_Share_(Yuan_¥),0.16673999120105587,0.16673999120105587,0.0
82,Revenue_per_person,0.16673999120105587,0.16673999120105587,0.0
83,Tax_rate_(A),0.16615339492594222,0.16893972723273207,0.002786332306789846
84,Total_Asset_Growth_Rate,0.14664906877841324,0.1836046341105734,0.036955565332160156
85,Total_Asset_Return_Growth_Rate_Ratio,0.16849978002639684,0.174952339052647,0.006452559026250165
86,Total_Asset_Turnover,0.13550373955125386,0.19196363103094297,0.056459891479689106
87,Total_assets_to_GNP_price,0.16673999120105587,0.16673999120105587,0.0
88,Total_debt/Total_net_worth,0.16673999120105587,0.17788532042821528,0.011145329227159412
89,Total_expense/Assets,0.15955418683091363,0.1748056899838686,0.015251503152954982
90,Total_income/Total_expense,0.14503592902185072,0.1934301217187271,0.048394192696876365
91,Working_Capital/Equity,0.15676785452412378,0.1890306496553747,0.03226279513125091
92,Working_Capital_to_Total_Assets,0.14782226132864057,0.1814048980788972,0.033582636750256634
93,Working_capitcal_Turnover_Rate,0.12245197242997508,0.1680598328200616,0.04560786039008652
